Sample	gene	value	Risk_score	Risk_score_LH
TCGA-78-7220-01	CD70	2.4938	5.72356285039003	High
TCGA-78-7220-01	CD160	3.8463	5.72356285039003	High
TCGA-78-7220-01	LAIR1	6.8807	5.72356285039003	High
TCGA-78-7220-01	CD200	7.4721	5.72356285039003	High
TCGA-78-7220-01	HAVCR2	7.299	5.72356285039003	High
TCGA-78-7220-01	TNFRSF9	4.3974	5.72356285039003	High
TCGA-78-7220-01	BTNL2	0	5.72356285039003	High
TCGA-78-7220-01	TNFRSF8	3.4303	5.72356285039003	High
TCGA-78-7535-01	LGALS9	12.065	3.58312992253185	High
TCGA-78-7535-01	CD200R1	5.7053	3.58312992253185	High
TCGA-78-7535-01	LAG3	7.4756	3.58312992253185	High
TCGA-78-7535-01	ICOS	1.4735	3.58312992253185	High
TCGA-78-7535-01	TNFSF15	3.0193	3.58312992253185	High
TCGA-78-7535-01	TIGIT	3.499	3.58312992253185	High
TCGA-78-7535-01	TNFSF14	7.5265	3.58312992253185	High
TCGA-78-7535-01	CTLA4	2.9546	3.58312992253185	High
TCGA-78-7535-01	CD274	4.8078	3.58312992253185	High
TCGA-78-7535-01	CD276	11.0162	3.58312992253185	High
TCGA-78-7535-01	PDCD1	4.1459	3.58312992253185	High
TCGA-78-7535-01	CD48	7.9929	3.58312992253185	High
TCGA-78-7535-01	CD44	11.5625	3.58312992253185	High
TCGA-78-7535-01	ICOSLG	8.2587	3.58312992253185	High
TCGA-78-7535-01	IDO1	7.0026	3.58312992253185	High
TCGA-78-7535-01	CD28	4.2839	3.58312992253185	High
TCGA-78-7535-01	TNFRSF4	6.7734	3.58312992253185	High
TCGA-78-7535-01	NRP1	11.6125	3.58312992253185	High
TCGA-78-7535-01	TNFRSF14	11.0001	3.58312992253185	High
TCGA-78-7535-01	TMIGD2	2.0699	3.58312992253185	High
TCGA-78-7535-01	PDCD1LG2	3.6699	3.58312992253185	High
TCGA-78-7535-01	TNFRSF18	7.7189	3.58312992253185	High
TCGA-78-7535-01	TNFSF4	4.7518	3.58312992253185	High
TCGA-78-7535-01	CD80	3.6699	3.58312992253185	High
TCGA-78-7535-01	CD86	9.6145	3.58312992253185	High
TCGA-78-7535-01	TNFSF9	6.5232	3.58312992253185	High
TCGA-78-7535-01	TNFRSF25	9.9125	3.58312992253185	High
TCGA-78-7535-01	ADORA2A	6.8149	3.58312992253185	High
TCGA-78-7535-01	CD70	1.4735	3.58312992253185	High
TCGA-78-7535-01	CD160	3.6699	3.58312992253185	High
TCGA-78-7535-01	LAIR1	10.3669	3.58312992253185	High
TCGA-78-7535-01	CD200	6.1355	3.58312992253185	High
TCGA-78-7535-01	HAVCR2	9.4388	3.58312992253185	High
TCGA-78-7535-01	TNFRSF9	4.0868	3.58312992253185	High
TCGA-78-7535-01	BTNL2	0	3.58312992253185	High
TCGA-78-7535-01	TNFRSF8	4.0252	3.58312992253185	High
TCGA-78-7536-01	LGALS9	10.3112	5.16642963764491	High
TCGA-78-7536-01	CD200R1	3.1999	5.16642963764491	High
TCGA-78-7536-01	LAG3	7.9658	5.16642963764491	High
TCGA-78-7536-01	ICOS	3.8386	5.16642963764491	High
TCGA-78-7536-01	TNFSF15	4.1192	5.16642963764491	High
TCGA-78-7536-01	TIGIT	5.6984	5.16642963764491	High
TCGA-78-7536-01	TNFSF14	1.8315	5.16642963764491	High
TCGA-78-7536-01	CTLA4	5.6551	5.16642963764491	High
TCGA-78-7536-01	CD274	5.0213	5.16642963764491	High
TCGA-78-7536-01	CD276	10.2937	5.16642963764491	High
TCGA-78-7536-01	PDCD1	6.1469	5.16642963764491	High
TCGA-78-7536-01	CD48	8.3374	5.16642963764491	High
TCGA-78-7536-01	CD44	11.1772	5.16642963764491	High
TCGA-78-7536-01	ICOSLG	7.907	5.16642963764491	High
TCGA-78-7536-01	IDO1	7.2979	5.16642963764491	High
TCGA-78-7536-01	CD28	5.2902	5.16642963764491	High
TCGA-78-7536-01	TNFRSF4	5.6984	5.16642963764491	High
TCGA-78-7536-01	NRP1	11.2507	5.16642963764491	High
TCGA-78-7536-01	TNFRSF14	8.8821	5.16642963764491	High
TCGA-78-7536-01	TMIGD2	2.3489	5.16642963764491	High
TCGA-78-7536-01	PDCD1LG2	6.4968	5.16642963764491	High
TCGA-78-7536-01	TNFRSF18	4.7873	5.16642963764491	High
TCGA-78-7536-01	TNFSF4	6.6183	5.16642963764491	High
TCGA-78-7536-01	CD80	5.1723	5.16642963764491	High
TCGA-78-7536-01	CD86	8.8231	5.16642963764491	High
TCGA-78-7536-01	TNFSF9	3.8126	5.16642963764491	High
TCGA-78-7536-01	TNFRSF25	8.7683	5.16642963764491	High
TCGA-78-7536-01	ADORA2A	6.2378	5.16642963764491	High
TCGA-78-7536-01	CD70	2.487	5.16642963764491	High
TCGA-78-7536-01	CD160	3.5543	5.16642963764491	High
TCGA-78-7536-01	LAIR1	10.0698	5.16642963764491	High
TCGA-78-7536-01	CD200	6.2475	5.16642963764491	High
TCGA-78-7536-01	HAVCR2	9.2762	5.16642963764491	High
TCGA-78-7536-01	TNFRSF9	3.9857	5.16642963764491	High
TCGA-78-7536-01	BTNL2	0	5.16642963764491	High
TCGA-78-7536-01	TNFRSF8	4.8905	5.16642963764491	High
TCGA-78-7537-01	LGALS9	11.0382	3.0718499932302	Low
TCGA-78-7537-01	CD200R1	4.4853	3.0718499932302	Low
TCGA-78-7537-01	LAG3	5.9867	3.0718499932302	Low
TCGA-78-7537-01	ICOS	4.5081	3.0718499932302	Low
TCGA-78-7537-01	TNFSF15	6.7161	3.0718499932302	Low
TCGA-78-7537-01	TIGIT	5.6398	3.0718499932302	Low
TCGA-78-7537-01	TNFSF14	4.4386	3.0718499932302	Low
TCGA-78-7537-01	CTLA4	4.7943	3.0718499932302	Low
TCGA-78-7537-01	CD274	4.0299	3.0718499932302	Low
TCGA-78-7537-01	CD276	11.3976	3.0718499932302	Low
TCGA-78-7537-01	PDCD1	5.1963	3.0718499932302	Low
TCGA-78-7537-01	CD48	7.2567	3.0718499932302	Low
TCGA-78-7537-01	CD44	13.6612	3.0718499932302	Low
TCGA-78-7537-01	ICOSLG	7.7859	3.0718499932302	Low
TCGA-78-7537-01	IDO1	6.0188	3.0718499932302	Low
TCGA-78-7537-01	CD28	5.3044	3.0718499932302	Low
TCGA-78-7537-01	TNFRSF4	6.9338	3.0718499932302	Low
TCGA-78-7537-01	NRP1	10.4542	3.0718499932302	Low
TCGA-78-7537-01	TNFRSF14	10.3598	3.0718499932302	Low
TCGA-78-7537-01	TMIGD2	2.191	3.0718499932302	Low
TCGA-78-7537-01	PDCD1LG2	5.5215	3.0718499932302	Low
TCGA-78-7537-01	TNFRSF18	6.1693	3.0718499932302	Low
TCGA-78-7537-01	TNFSF4	6.1622	3.0718499932302	Low
TCGA-78-7537-01	CD80	4.2351	3.0718499932302	Low
TCGA-78-7537-01	CD86	7.1593	3.0718499932302	Low
TCGA-78-7537-01	TNFSF9	6.0579	3.0718499932302	Low
TCGA-78-7537-01	TNFRSF25	6.1477	3.0718499932302	Low
TCGA-78-7537-01	ADORA2A	7.0892	3.0718499932302	Low
TCGA-78-7537-01	CD70	3.4099	3.0718499932302	Low
TCGA-78-7537-01	CD160	3.7143	3.0718499932302	Low
TCGA-78-7537-01	LAIR1	8.3388	3.0718499932302	Low
TCGA-78-7537-01	CD200	7.28	3.0718499932302	Low
TCGA-78-7537-01	HAVCR2	7.5481	3.0718499932302	Low
TCGA-78-7537-01	TNFRSF9	3.7143	3.0718499932302	Low
TCGA-78-7537-01	BTNL2	0	3.0718499932302	Low
TCGA-78-7537-01	TNFRSF8	5.405	3.0718499932302	Low
TCGA-78-7539-01	LGALS9	11.9137	2.45697949763952	Low
TCGA-78-7539-01	CD200R1	5.4692	2.45697949763952	Low
TCGA-78-7539-01	LAG3	7.7412	2.45697949763952	Low
TCGA-78-7539-01	ICOS	6.1814	2.45697949763952	Low
TCGA-78-7539-01	TNFSF15	7.8335	2.45697949763952	Low
TCGA-78-7539-01	TIGIT	7.6824	2.45697949763952	Low
TCGA-78-7539-01	TNFSF14	4.3324	2.45697949763952	Low
TCGA-78-7539-01	CTLA4	6.5052	2.45697949763952	Low
TCGA-78-7539-01	CD274	6.1155	2.45697949763952	Low
TCGA-78-7539-01	CD276	11.1635	2.45697949763952	Low
TCGA-78-7539-01	PDCD1	7.1447	2.45697949763952	Low
TCGA-78-7539-01	CD48	8.9606	2.45697949763952	Low
TCGA-78-7539-01	CD44	12.149	2.45697949763952	Low
TCGA-78-7539-01	ICOSLG	8.6001	2.45697949763952	Low
TCGA-78-7539-01	IDO1	9.4005	2.45697949763952	Low
TCGA-78-7539-01	CD28	6.8528	2.45697949763952	Low
TCGA-78-7539-01	TNFRSF4	5.7236	2.45697949763952	Low
TCGA-78-7539-01	NRP1	12.7778	2.45697949763952	Low
TCGA-78-7539-01	TNFRSF14	11.8925	2.45697949763952	Low
TCGA-78-7539-01	TMIGD2	4.6011	2.45697949763952	Low
TCGA-78-7539-01	PDCD1LG2	6.4284	2.45697949763952	Low
TCGA-78-7539-01	TNFRSF18	6.0008	2.45697949763952	Low
TCGA-78-7539-01	TNFSF4	5.8394	2.45697949763952	Low
TCGA-78-7539-01	CD80	5.4004	2.45697949763952	Low
TCGA-78-7539-01	CD86	8.4933	2.45697949763952	Low
TCGA-78-7539-01	TNFSF9	7.5229	2.45697949763952	Low
TCGA-78-7539-01	TNFRSF25	7.707	2.45697949763952	Low
TCGA-78-7539-01	ADORA2A	8.051	2.45697949763952	Low
TCGA-78-7539-01	CD70	3.5727	2.45697949763952	Low
TCGA-78-7539-01	CD160	3.5727	2.45697949763952	Low
TCGA-78-7539-01	LAIR1	9.5417	2.45697949763952	Low
TCGA-78-7539-01	CD200	6.2388	2.45697949763952	Low
TCGA-78-7539-01	HAVCR2	8.9199	2.45697949763952	Low
TCGA-78-7539-01	TNFRSF9	5.241	2.45697949763952	Low
TCGA-78-7539-01	BTNL2	0	2.45697949763952	Low
TCGA-78-7539-01	TNFRSF8	4.8571	2.45697949763952	Low
TCGA-78-7540-01	LGALS9	11.8559	3.49310096687614	Low
TCGA-78-7540-01	CD200R1	3.3617	3.49310096687614	Low
TCGA-78-7540-01	LAG3	4.2145	3.49310096687614	Low
TCGA-78-7540-01	ICOS	2.7298	3.49310096687614	Low
TCGA-78-7540-01	TNFSF15	5.0508	3.49310096687614	Low
TCGA-78-7540-01	TIGIT	4.407	3.49310096687614	Low
TCGA-78-7540-01	TNFSF14	3.0515	3.49310096687614	Low
TCGA-78-7540-01	CTLA4	2.6559	3.49310096687614	Low
TCGA-78-7540-01	CD274	4.9147	3.49310096687614	Low
TCGA-78-7540-01	CD276	12.3541	3.49310096687614	Low
TCGA-78-7540-01	PDCD1	3.0515	3.49310096687614	Low
TCGA-78-7540-01	CD48	8.1897	3.49310096687614	Low
TCGA-78-7540-01	CD44	11.1645	3.49310096687614	Low
TCGA-78-7540-01	ICOSLG	8.3609	3.49310096687614	Low
TCGA-78-7540-01	IDO1	5.9917	3.49310096687614	Low
TCGA-78-7540-01	CD28	4.5968	3.49310096687614	Low
TCGA-78-7540-01	TNFRSF4	5.3257	3.49310096687614	Low
TCGA-78-7540-01	NRP1	10.8801	3.49310096687614	Low
TCGA-78-7540-01	TNFRSF14	10.8501	3.49310096687614	Low
TCGA-78-7540-01	TMIGD2	3.2655	3.49310096687614	Low
TCGA-78-7540-01	PDCD1LG2	4.8827	3.49310096687614	Low
TCGA-78-7540-01	TNFRSF18	3.2655	3.49310096687614	Low
TCGA-78-7540-01	TNFSF4	4.135	3.49310096687614	Low
TCGA-78-7540-01	CD80	5.0508	3.49310096687614	Low
TCGA-78-7540-01	CD86	7.6898	3.49310096687614	Low
TCGA-78-7540-01	TNFSF9	6.3551	3.49310096687614	Low
TCGA-78-7540-01	TNFRSF25	4.4945	3.49310096687614	Low
TCGA-78-7540-01	ADORA2A	7.7218	3.49310096687614	Low
TCGA-78-7540-01	CD70	2.2158	3.49310096687614	Low
TCGA-78-7540-01	CD160	3.6168	3.49310096687614	Low
TCGA-78-7540-01	LAIR1	8.6805	3.49310096687614	Low
TCGA-78-7540-01	CD200	7.3925	3.49310096687614	Low
TCGA-78-7540-01	HAVCR2	8.2364	3.49310096687614	Low
TCGA-78-7540-01	TNFRSF9	2.4956	3.49310096687614	Low
TCGA-78-7540-01	BTNL2	0	3.49310096687614	Low
TCGA-78-7540-01	TNFRSF8	3.4949	3.49310096687614	Low
TCGA-78-7542-01	LGALS9	9.9516	8.11048090539522	High
TCGA-78-7542-01	CD200R1	3.4646	8.11048090539522	High
TCGA-78-7542-01	LAG3	7.5789	8.11048090539522	High
TCGA-78-7542-01	ICOS	5.4206	8.11048090539522	High
TCGA-78-7542-01	TNFSF15	2.835	8.11048090539522	High
TCGA-78-7542-01	TIGIT	6.8463	8.11048090539522	High
TCGA-78-7542-01	TNFSF14	4.8384	8.11048090539522	High
TCGA-78-7542-01	CTLA4	5.6219	8.11048090539522	High
TCGA-78-7542-01	CD274	9.1497	8.11048090539522	High
TCGA-78-7542-01	CD276	11.518	8.11048090539522	High
TCGA-78-7542-01	PDCD1	5.1187	8.11048090539522	High
TCGA-78-7542-01	CD48	6.7336	8.11048090539522	High
TCGA-78-7542-01	CD44	12.9985	8.11048090539522	High
TCGA-78-7542-01	ICOSLG	6.1441	8.11048090539522	High
TCGA-78-7542-01	IDO1	12.1725	8.11048090539522	High
TCGA-78-7542-01	CD28	4.9071	8.11048090539522	High
TCGA-78-7542-01	TNFRSF4	5.4206	8.11048090539522	High
TCGA-78-7542-01	NRP1	12.954	8.11048090539522	High
TCGA-78-7542-01	TNFRSF14	9.9217	8.11048090539522	High
TCGA-78-7542-01	TMIGD2	2.2096	8.11048090539522	High
TCGA-78-7542-01	PDCD1LG2	7.3539	8.11048090539522	High
TCGA-78-7542-01	TNFRSF18	5.5889	8.11048090539522	High
TCGA-78-7542-01	TNFSF4	4.9071	8.11048090539522	High
TCGA-78-7542-01	CD80	5.3631	8.11048090539522	High
TCGA-78-7542-01	CD86	7.252	8.11048090539522	High
TCGA-78-7542-01	TNFSF9	4.2149	8.11048090539522	High
TCGA-78-7542-01	TNFRSF25	7.1622	8.11048090539522	High
TCGA-78-7542-01	ADORA2A	5.9816	8.11048090539522	High
TCGA-78-7542-01	CD70	1.9217	8.11048090539522	High
TCGA-78-7542-01	CD160	2.6551	8.11048090539522	High
TCGA-78-7542-01	LAIR1	7.606	8.11048090539522	High
TCGA-78-7542-01	CD200	6.2693	8.11048090539522	High
TCGA-78-7542-01	HAVCR2	8.0104	8.11048090539522	High
TCGA-78-7542-01	TNFRSF9	4.7956	8.11048090539522	High
TCGA-78-7542-01	BTNL2	0	8.11048090539522	High
TCGA-78-7542-01	TNFRSF8	2.835	8.11048090539522	High
TCGA-78-7633-01	LGALS9	8.2501	3.3299815597434	Low
TCGA-78-7633-01	CD200R1	3.9444	3.3299815597434	Low
TCGA-78-7633-01	LAG3	3.3523	3.3299815597434	Low
TCGA-78-7633-01	ICOS	3.6457	3.3299815597434	Low
TCGA-78-7633-01	TNFSF15	7.6225	3.3299815597434	Low
TCGA-78-7633-01	TIGIT	4.1456	3.3299815597434	Low
TCGA-78-7633-01	TNFSF14	1.2866	3.3299815597434	Low
TCGA-78-7633-01	CTLA4	3.3111	3.3299815597434	Low
TCGA-78-7633-01	CD274	4.3221	3.3299815597434	Low
TCGA-78-7633-01	CD276	10.7918	3.3299815597434	Low
TCGA-78-7633-01	PDCD1	2.8168	3.3299815597434	Low
TCGA-78-7633-01	CD48	6.0892	3.3299815597434	Low
TCGA-78-7633-01	CD44	11.5645	3.3299815597434	Low
TCGA-78-7633-01	ICOSLG	7.0969	3.3299815597434	Low
TCGA-78-7633-01	IDO1	8.0278	3.3299815597434	Low
TCGA-78-7633-01	CD28	4.5519	3.3299815597434	Low
TCGA-78-7633-01	TNFRSF4	6.0646	3.3299815597434	Low
TCGA-78-7633-01	NRP1	12.6033	3.3299815597434	Low
TCGA-78-7633-01	TNFRSF14	9.0988	3.3299815597434	Low
TCGA-78-7633-01	TMIGD2	1.4475	3.3299815597434	Low
TCGA-78-7633-01	PDCD1LG2	4.5341	3.3299815597434	Low
TCGA-78-7633-01	TNFRSF18	3.6785	3.3299815597434	Low
TCGA-78-7633-01	TNFSF4	4.7031	3.3299815597434	Low
TCGA-78-7633-01	CD80	3.8028	3.3299815597434	Low
TCGA-78-7633-01	CD86	6.1664	3.3299815597434	Low
TCGA-78-7633-01	TNFSF9	5.437	3.3299815597434	Low
TCGA-78-7633-01	TNFRSF25	6.7054	3.3299815597434	Low
TCGA-78-7633-01	ADORA2A	7.424	3.3299815597434	Low
TCGA-78-7633-01	CD70	1.2866	3.3299815597434	Low
TCGA-78-7633-01	CD160	2.6281	3.3299815597434	Low
TCGA-78-7633-01	LAIR1	7.0412	3.3299815597434	Low
TCGA-78-7633-01	CD200	7.0631	3.3299815597434	Low
TCGA-78-7633-01	HAVCR2	6.2452	3.3299815597434	Low
TCGA-78-7633-01	TNFRSF9	2.6938	3.3299815597434	Low
TCGA-78-7633-01	BTNL2	0	3.3299815597434	Low
TCGA-78-7633-01	TNFRSF8	2.8746	3.3299815597434	Low
TCGA-78-8640-01	LGALS9	9.9792	3.03632365467596	Low
TCGA-78-8640-01	CD200R1	3.524	3.03632365467596	Low
TCGA-78-8640-01	LAG3	7.4358	3.03632365467596	Low
TCGA-78-8640-01	ICOS	4.6729	3.03632365467596	Low
TCGA-78-8640-01	TNFSF15	6.0647	3.03632365467596	Low
TCGA-78-8640-01	TIGIT	6.2083	3.03632365467596	Low
TCGA-78-8640-01	TNFSF14	3.1968	3.03632365467596	Low
TCGA-78-8640-01	CTLA4	5.3462	3.03632365467596	Low
TCGA-78-8640-01	CD274	4.8291	3.03632365467596	Low
TCGA-78-8640-01	CD276	10.9633	3.03632365467596	Low
TCGA-78-8640-01	PDCD1	6.2196	3.03632365467596	Low
TCGA-78-8640-01	CD48	7.7295	3.03632365467596	Low
TCGA-78-8640-01	CD44	11.1755	3.03632365467596	Low
TCGA-78-8640-01	ICOSLG	6.6634	3.03632365467596	Low
TCGA-78-8640-01	IDO1	8.5305	3.03632365467596	Low
TCGA-78-8640-01	CD28	5.387	3.03632365467596	Low
TCGA-78-8640-01	TNFRSF4	6.6717	3.03632365467596	Low
TCGA-78-8640-01	NRP1	9.6467	3.03632365467596	Low
TCGA-78-8640-01	TNFRSF14	9.747	3.03632365467596	Low
TCGA-78-8640-01	TMIGD2	1.1157	3.03632365467596	Low
TCGA-78-8640-01	PDCD1LG2	5.6443	3.03632365467596	Low
TCGA-78-8640-01	TNFRSF18	5.661	3.03632365467596	Low
TCGA-78-8640-01	TNFSF4	6.6963	3.03632365467596	Low
TCGA-78-8640-01	CD80	4.3812	3.03632365467596	Low
TCGA-78-8640-01	CD86	7.8217	3.03632365467596	Low
TCGA-78-8640-01	TNFSF9	6.1737	3.03632365467596	Low
TCGA-78-8640-01	TNFRSF25	6.0773	3.03632365467596	Low
TCGA-78-8640-01	ADORA2A	7.187	3.03632365467596	Low
TCGA-78-8640-01	CD70	1.97	3.03632365467596	Low
TCGA-78-8640-01	CD160	3.6634	3.03632365467596	Low
TCGA-78-8640-01	LAIR1	9.1005	3.03632365467596	Low
TCGA-78-8640-01	CD200	6.275	3.03632365467596	Low
TCGA-78-8640-01	HAVCR2	8.5214	3.03632365467596	Low
TCGA-78-8640-01	TNFRSF9	2.1703	3.03632365467596	Low
TCGA-78-8640-01	BTNL2	1.7373	3.03632365467596	Low
TCGA-78-8640-01	TNFRSF8	4.8871	3.03632365467596	Low
TCGA-78-8648-01	LGALS9	11.4457	2.47863505390309	Low
TCGA-78-8648-01	CD200R1	5.6185	2.47863505390309	Low
TCGA-78-8648-01	LAG3	8.0763	2.47863505390309	Low
TCGA-78-8648-01	ICOS	5.8653	2.47863505390309	Low
TCGA-78-8648-01	TNFSF15	5.1448	2.47863505390309	Low
TCGA-78-8648-01	TIGIT	7.8609	2.47863505390309	Low
TCGA-78-8648-01	TNFSF14	4.8711	2.47863505390309	Low
TCGA-78-8648-01	CTLA4	6.9806	2.47863505390309	Low
TCGA-78-8648-01	CD274	6.7846	2.47863505390309	Low
TCGA-78-8648-01	CD276	11.9062	2.47863505390309	Low
TCGA-78-8648-01	PDCD1	7.6739	2.47863505390309	Low
TCGA-78-8648-01	CD48	10.1334	2.47863505390309	Low
TCGA-78-8648-01	CD44	13.2207	2.47863505390309	Low
TCGA-78-8648-01	ICOSLG	9.316	2.47863505390309	Low
TCGA-78-8648-01	IDO1	9.5647	2.47863505390309	Low
TCGA-78-8648-01	CD28	7.0817	2.47863505390309	Low
TCGA-78-8648-01	TNFRSF4	8.0137	2.47863505390309	Low
TCGA-78-8648-01	NRP1	12.0468	2.47863505390309	Low
TCGA-78-8648-01	TNFRSF14	11.2138	2.47863505390309	Low
TCGA-78-8648-01	TMIGD2	2.8302	2.47863505390309	Low
TCGA-78-8648-01	PDCD1LG2	7.8704	2.47863505390309	Low
TCGA-78-8648-01	TNFRSF18	7.5733	2.47863505390309	Low
TCGA-78-8648-01	TNFSF4	7.3279	2.47863505390309	Low
TCGA-78-8648-01	CD80	5.9919	2.47863505390309	Low
TCGA-78-8648-01	CD86	10.0631	2.47863505390309	Low
TCGA-78-8648-01	TNFSF9	5.6627	2.47863505390309	Low
TCGA-78-8648-01	TNFRSF25	6.9806	2.47863505390309	Low
TCGA-78-8648-01	ADORA2A	8.552	2.47863505390309	Low
TCGA-78-8648-01	CD70	5.3478	2.47863505390309	Low
TCGA-78-8648-01	CD160	4.7121	2.47863505390309	Low
TCGA-78-8648-01	LAIR1	10.8954	2.47863505390309	Low
TCGA-78-8648-01	CD200	9.556	2.47863505390309	Low
TCGA-78-8648-01	HAVCR2	10.4744	2.47863505390309	Low
TCGA-78-8648-01	TNFRSF9	5.6185	2.47863505390309	Low
TCGA-78-8648-01	BTNL2	0.8188	2.47863505390309	Low
TCGA-78-8648-01	TNFRSF8	6.0092	2.47863505390309	Low
TCGA-78-8655-01	LGALS9	11.0185	3.20049106670559	Low
TCGA-78-8655-01	CD200R1	5.3315	3.20049106670559	Low
TCGA-78-8655-01	LAG3	6.7468	3.20049106670559	Low
TCGA-78-8655-01	ICOS	5.4822	3.20049106670559	Low
TCGA-78-8655-01	TNFSF15	4.7865	3.20049106670559	Low
TCGA-78-8655-01	TIGIT	6.65	3.20049106670559	Low
TCGA-78-8655-01	TNFSF14	3.3025	3.20049106670559	Low
TCGA-78-8655-01	CTLA4	5.4822	3.20049106670559	Low
TCGA-78-8655-01	CD274	5.6733	3.20049106670559	Low
TCGA-78-8655-01	CD276	11.6835	3.20049106670559	Low
TCGA-78-8655-01	PDCD1	5.9788	3.20049106670559	Low
TCGA-78-8655-01	CD48	8.671	3.20049106670559	Low
TCGA-78-8655-01	CD44	11.6375	3.20049106670559	Low
TCGA-78-8655-01	ICOSLG	7.679	3.20049106670559	Low
TCGA-78-8655-01	IDO1	9.339	3.20049106670559	Low
TCGA-78-8655-01	CD28	5.8421	3.20049106670559	Low
TCGA-78-8655-01	TNFRSF4	7.4368	3.20049106670559	Low
TCGA-78-8655-01	NRP1	10.4492	3.20049106670559	Low
TCGA-78-8655-01	TNFRSF14	10.6149	3.20049106670559	Low
TCGA-78-8655-01	TMIGD2	3.5566	3.20049106670559	Low
TCGA-78-8655-01	PDCD1LG2	6.6132	3.20049106670559	Low
TCGA-78-8655-01	TNFRSF18	7.0385	3.20049106670559	Low
TCGA-78-8655-01	TNFSF4	6.1036	3.20049106670559	Low
TCGA-78-8655-01	CD80	5.398	3.20049106670559	Low
TCGA-78-8655-01	CD86	8.4353	3.20049106670559	Low
TCGA-78-8655-01	TNFSF9	5.5999	3.20049106670559	Low
TCGA-78-8655-01	TNFRSF25	6.1299	3.20049106670559	Low
TCGA-78-8655-01	ADORA2A	7.9797	3.20049106670559	Low
TCGA-78-8655-01	CD70	1.536	3.20049106670559	Low
TCGA-78-8655-01	CD160	4.7531	3.20049106670559	Low
TCGA-78-8655-01	LAIR1	9.8304	3.20049106670559	Low
TCGA-78-8655-01	CD200	7.2393	3.20049106670559	Low
TCGA-78-8655-01	HAVCR2	9.0476	3.20049106670559	Low
TCGA-78-8655-01	TNFRSF9	4.4105	3.20049106670559	Low
TCGA-78-8655-01	BTNL2	0	3.20049106670559	Low
TCGA-78-8655-01	TNFRSF8	4.8513	3.20049106670559	Low
TCGA-78-8660-01	LGALS9	10.8929	3.6040840081791	High
TCGA-78-8660-01	CD200R1	4.5339	3.6040840081791	High
TCGA-78-8660-01	LAG3	9.2881	3.6040840081791	High
TCGA-78-8660-01	ICOS	5.6605	3.6040840081791	High
TCGA-78-8660-01	TNFSF15	4.7987	3.6040840081791	High
TCGA-78-8660-01	TIGIT	7.7131	3.6040840081791	High
TCGA-78-8660-01	TNFSF14	4.4206	3.6040840081791	High
TCGA-78-8660-01	CTLA4	6.9886	3.6040840081791	High
TCGA-78-8660-01	CD274	7.0723	3.6040840081791	High
TCGA-78-8660-01	CD276	11.052	3.6040840081791	High
TCGA-78-8660-01	PDCD1	7.8867	3.6040840081791	High
TCGA-78-8660-01	CD48	9.3383	3.6040840081791	High
TCGA-78-8660-01	CD44	12.5332	3.6040840081791	High
TCGA-78-8660-01	ICOSLG	7.876	3.6040840081791	High
TCGA-78-8660-01	IDO1	9.6325	3.6040840081791	High
TCGA-78-8660-01	CD28	6.6876	3.6040840081791	High
TCGA-78-8660-01	TNFRSF4	7.7211	3.6040840081791	High
TCGA-78-8660-01	NRP1	10.9759	3.6040840081791	High
TCGA-78-8660-01	TNFRSF14	10.8892	3.6040840081791	High
TCGA-78-8660-01	TMIGD2	4.3808	3.6040840081791	High
TCGA-78-8660-01	PDCD1LG2	6.6629	3.6040840081791	High
TCGA-78-8660-01	TNFRSF18	7.3757	3.6040840081791	High
TCGA-78-8660-01	TNFSF4	6.6876	3.6040840081791	High
TCGA-78-8660-01	CD80	5.5391	3.6040840081791	High
TCGA-78-8660-01	CD86	8.6501	3.6040840081791	High
TCGA-78-8660-01	TNFSF9	8.6543	3.6040840081791	High
TCGA-78-8660-01	TNFRSF25	7.2597	3.6040840081791	High
TCGA-78-8660-01	ADORA2A	8.2131	3.6040840081791	High
TCGA-78-8660-01	CD70	4.6048	3.6040840081791	High
TCGA-78-8660-01	CD160	4.3808	3.6040840081791	High
TCGA-78-8660-01	LAIR1	10.1595	3.6040840081791	High
TCGA-78-8660-01	CD200	7.2264	3.6040840081791	High
TCGA-78-8660-01	HAVCR2	9.2907	3.6040840081791	High
TCGA-78-8660-01	TNFRSF9	6.2191	3.6040840081791	High
TCGA-78-8660-01	BTNL2	0	3.6040840081791	High
TCGA-78-8660-01	TNFRSF8	6.013	3.6040840081791	High
TCGA-78-8662-01	LGALS9	9.4234	6.46553634362915	High
TCGA-78-8662-01	CD200R1	3.4499	6.46553634362915	High
TCGA-78-8662-01	LAG3	4.7799	6.46553634362915	High
TCGA-78-8662-01	ICOS	4.0199	6.46553634362915	High
TCGA-78-8662-01	TNFSF15	5.119	6.46553634362915	High
TCGA-78-8662-01	TIGIT	4.3358	6.46553634362915	High
TCGA-78-8662-01	TNFSF14	2.6541	6.46553634362915	High
TCGA-78-8662-01	CTLA4	3.8315	6.46553634362915	High
TCGA-78-8662-01	CD274	3.3597	6.46553634362915	High
TCGA-78-8662-01	CD276	10.841	6.46553634362915	High
TCGA-78-8662-01	PDCD1	3.6907	6.46553634362915	High
TCGA-78-8662-01	CD48	6.6667	6.46553634362915	High
TCGA-78-8662-01	CD44	9.2078	6.46553634362915	High
TCGA-78-8662-01	ICOSLG	6.5287	6.46553634362915	High
